rm SN2012ht_w2_sum.img
rm SN2012ht_w2_h5.img
rm SN2012ht_w2_full.img
rm SN2012ht_w2_all.img
rm SN2012ht_w2_goodaspcor.img
fappend  00032662015/uvot/image/sw00032662015uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662016/uvot/image/sw00032662016uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017uvv_sk.img+3 SN2012ht_vv_goodaspcor.img
fappend  00032662017/uvot/image/sw00032662017uvv_sk.img+4 SN2012ht_vv_goodaspcor.img
fappend  00032662018/uvot/image/sw00032662018uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662019/uvot/image/sw00032662019uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662019/uvot/image/sw00032662019uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662020/uvot/image/sw00032662020uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662020/uvot/image/sw00032662020uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662020/uvot/image/sw00032662020uvv_sk.img+3 SN2012ht_vv_goodaspcor.img
fappend  00032662021/uvot/image/sw00032662021uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662021/uvot/image/sw00032662021uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662022/uvot/image/sw00032662022uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662022/uvot/image/sw00032662022uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662022/uvot/image/sw00032662022uvv_sk.img+3 SN2012ht_vv_goodaspcor.img
fappend  00032662023/uvot/image/sw00032662023uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662023/uvot/image/sw00032662023uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662024/uvot/image/sw00032662024uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662024/uvot/image/sw00032662024uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662024/uvot/image/sw00032662024uvv_sk.img+3 SN2012ht_vv_goodaspcor.img
fappend  00032662025/uvot/image/sw00032662025uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662025/uvot/image/sw00032662025uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662026/uvot/image/sw00032662026uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662026/uvot/image/sw00032662026uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662027/uvot/image/sw00032662027uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662027/uvot/image/sw00032662027uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662028/uvot/image/sw00032662028uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662029/uvot/image/sw00032662029uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662029/uvot/image/sw00032662029uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662030/uvot/image/sw00032662030uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662030/uvot/image/sw00032662030uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662031/uvot/image/sw00032662031uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662031/uvot/image/sw00032662031uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00032662032/uvot/image/sw00032662032uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662033/uvot/image/sw00032662033uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662034/uvot/image/sw00032662034uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00032662034/uvot/image/sw00032662034uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00085541001/uvot/image/sw00085541001uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00085541002/uvot/image/sw00085541002uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00085541003/uvot/image/sw00085541003uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00085541004/uvot/image/sw00085541004uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005uvv_sk.img+1 SN2012ht_vv_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005uvv_sk.img+2 SN2012ht_vv_goodaspcor.img
fappend  00085541005/uvot/image/sw00085541005uvv_sk.img+3 SN2012ht_vv_goodaspcor.img
uvotimsum SN2012ht_vv_goodaspcor.img  outfile=SN2012ht_vv_goodsum.img exclude=none clobber=yes
rm SN2012ht_vv_goodaspcor.img
ds9 -rgb -red SN2012ht_vv_goodsum.img -green SN2012ht_uu_goodsum.img -blue SN2012ht_m2_goodsum.img -height 600 -width 800 & 
ds9 -rgb -red SN2012ht_vv_goodsum.img -green SN2012ht_w1_goodsum.img -blue SN2012ht_m2_goodsum.img -height 600 -width 800 & 
