SNname,HostName,PSN,type,redshift,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,UVM2_DatPoints,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm,Hubble_dm_err,Hubble_dm_ref,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,year,broadtype,standardtype
SN2006jc,UGC 4904, ,Ibn,0.00557, ,58, ,'09:17:20.78,+41:54:32.7,0.054,0.0054,S_F_2011,9h17m21.709s,41d54m38.92s,179.6530141,44.2974467,SB,1670,4,2029,19,'2006-10-09, ,done,4, ,Immler  S.  et al. 2008  ApJL  674  85,54018,Nakana_etal_2006, , , ,20,31.82691987,0.692294017,HF,Nakana_etal_2006,31.82691987,0.692294017,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,n,Ibn
SN2006gy,NGC 1260, ,IIn,0.01919, ,1, ,'03:17:27.06,+41:24:19.5,0.427,0.0427,S_F_2011,3h17m27.2294s,41d24m18.4905s,150.2574349,-13.5913773,S0/a: sp,5753,14,5651,23,'2006-09-18, ,done,6, , ,2002 November 3,Kawabata_etal_2009,https://ui.adsabs.harvard.edu/abs/2009ApJ...697..747K/abstract, , ,0,34.51280939,0.388491354,HF,Kawabata_etal_2009,34.51280939,0.388491354,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,n,IIn
SN2006ej,NGC 191, ,Ia,0.02045, ,2, ,'00:38:59.77,-09:00:56.6,0.094,0.0094,S_F_2011,0h38m59.438s,-9d00m09.2806s,113.132913,-71.63717,SAB(rs)c: pec,6076,32,5949,35,'2006-08-23, ,done,5, ,Brown  P. J.  et al. 2009  AJ  137  4517, , , , , ,6,34.63142634,0.385154419,HF, ,34.63142634,0.385154419,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,Ia,Ia
SN2006dn,UGC 12188, ,Ib,0.017179, ,2, ,'22:47:37.84,+39:52:46.8,0.303,0.0303,S_F_2011,22h47m37.39s,39d52m44.82s,98.54962,-17.05699,0.7,5150,36,5198,42,'2006-07-05, ,skip,6, , , , , , , ,2,34.27237366,0.399360379,HF, ,34.27237366,0.399360379,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,SE CC,Ib
SN2006dm,MCG -01-60-21, ,Ia,0.02202, ,19, ,'23:41:47.84,-03:40:08.4,0.104,0.0104,S_F_2011,23h41m47.285s,-3d40m01.9s,84.568022,-61.238609,Sc       poss. LINER,6601,16,6519,23,'2006-07-03, ,done,12, ,Brown  P. J.  et al. 2009  AJ  137  4517, , , , , ,4,34.81138618,0.379025114,HF, ,34.81138618,0.379025114,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,Ia,Ia
SN2006dd,NGC 1316, ,Ia,0.00587, ,23, ,'03:22:41.64,-37:12:13.2,0.056,0.0056,S_F_2011,3h22m41.789s,-37d12m29.52s,240.162919,-56.690021,  (R')SAB(s)0^0  LINER,1760,10,1694,16,'2006-06-19, ,done,6, ,Brown  P. J.  et al. 2009  AJ  137  4517, , , , , ,10,31.94090086,0.666484003,HF, ,31.94090086,0.666484003,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,Ia,Ia
SN2006bv,UGC 7848, ,IIn,0.00838, ,13, ,'12:41:01.55,+63:31:11.6,0.035,0,"Brown_walker_2020,S_F_2011",12h40m57.433s,63d31m11.3s,124.899402,53.568689,SABcd,2513,14,2964,23,'2006-04-28, ,done,5, , ,x, , , , ,0,32.71429996,0.528855435,HF, ,32.71429996,0.528855435,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,n,IIn
SN2006bp,NGC 3953, ,IIP,0.00351, ,35, ,'11:53:55.74,+52:21:09.4,0.06,0,"Brown_walker_2020,S_F_2011",11h53m49.0088s,52d19m36.4738s,142.21798,62.59025,SB(r)bc    HII/LINER,1052,2,1527,22,'2006-04-09, ,done,2, ,Immler  S.  et al.  2007  ApJ  664  435,2006 April 9,Immler_etal_2007,https://ui.adsabs.harvard.edu/abs/2007ApJ...664..435I/abstract, , ,12,30.82341622,1.012046247,HF,Immler_etal_2007,30.82341622,1.012046247,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,II,IIP
SN2006bc,NGC 2397, ,II,0.00455, ,9, ,'07:21:16.50,-68:59:57.3,0.55,0.055,S_F_2011,7h21m19.8919s,-69d00m05.014s,280.298233,-22.595117,SAB(rs)b,1363,10,1208,20,'2006-03-24, ,done,5, ,Brown  P. J.  et al. 2009  AJ  137  4517,JD = 2453819.15,Gallager_etal_2012,https://ui.adsabs.harvard.edu/abs/2012ApJ...753..109G/abstract, , ,4,31.3858168,0.81252017,HF,Gallager_etal_2012,31.3858168,0.81252017,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,II,II
SN2006at,A131241+6316, ,II,0.01, ,18, ,'13:12:41.11,+63:16:45.4,0.042,0.0042,S_F_2011, , , , , , , , , ,'2006-03-08, ,done,5, ,Brown  P. J.  et al. 2009  AJ  137  4517,x, , , , ,6, , , , , , ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,II,II
SN2006aj,A032139+1652, ,Ic-bl,0.033,GRB060218,52, ,'03:21:39.670,+16:52:02.27,0.391,0.0391,S_F_2011, , , , , ,9923,210,9682,210,'2006-02-18, ,done,61, ,Campana  S.  et al. 2006  Nature  442  1008,53784.1,Campana_etal_2006, ,GRB trigger time, ,40,35.69655247,0.376717182,HF,Campana_etal_2006,35.69655247,0.376717182,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,SE CC,Ic-BL
SN2006X,NGC 4321, ,Ia,0.00524, ,22, ,'12:22:53.93,+15:48:32.0,0.07,0.007,S_F_2011,12h22m54.9319s,15d49m20.2943s,271.13643,76.898288,SAB(s)bc;LINER HII,1571,1,1026,37,'2006-02-04, ,done,4, ,Brown  P. J.  et al. 2009  AJ  137  4517, , , , , ,0,31.19,0.1,Cepheid,Cepheids,31.69421844,0.725088309,,31.19,0.1,Cepheids, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,Ia,Ia
SN2006T,NGC 3054, ,IIb,0.00809, ,2, ,'09:54:30.21,-25:42:29.3,0.202,0.0202,S_F_2011,9h54m28.605s,-25d42m12.37s,260.194438,22.132492,SAB(r)bc       HII?,2426,7,2512,27,'2006-01-30, ,skip,4, , ,JD = 2453758.14,Taddia_etal_2018,https://ui.adsabs.harvard.edu/abs/2018A%26A...609A.136T/abstract, , ,0,32.6377915,0.53914859,HF,Taddia_etal_2018,32.6377915,0.53914859,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,SE CC,IIb
SN2006E,NGC 5338, ,Ia,0.00272, ,11, ,'13:53:28.65,+05:12:22.8,0.072,0.0072,S_F_2011,13h53m26.5501s,5d12m27.9527s,339.652771,63.568001,SB0:           HII,816,9,754,10,'2006-01-12, ,done,5, ,Brown  P. J.  et al. 2009  AJ  137  4517, , , , , ,4,30.54,0.3,SBF,SBF_Tonry_etal_2001,30.27178831,1.274923798,, , ,ref,30.54,0.3,SBF_Tonry_etal_2001,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,Ia,Ia
SN2005mz,NGC 1275, ,Ia-91bg,0.01756, ,3, ,'03:19:49.88,+41:30:18.6,0.436,0.0436,S_F_2011,3h19m48.1598s,41d30m42.1142s,150.5758382,-13.2611457,cD;pec;NLRG;Sy2;LEG,5264,11,5176,21,'2005-12-31, ,done,6, ,Milne  P. A.  et al. 2010  ApJ  721  1627, , , , , ,0,34.31991692,0.39593041,HF, ,34.31991692,0.39593041,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,Ia,Ia-91bg
SN2005ke,NGC 1371, ,Ia-91bg,0.00488, ,35, ,'03:35:04.35,-24:56:38.8,0.05,0,"Brown_walker_2020,S_F_2011",3h35m01.351s,-24d55m59.19s,218.954377,-53.3469662,(R')SAB(r'l)a,1463,2,1395,9,'2005-11-13, ,done,34, ,Immler et al. 2006  ApJL  648  119,53685.77,Brown_etal_2012, , , ,23,30.91,0.31,SBF,SBF-0.16_Tonry_etal_2001,31.53955915,0.766693649,, , ,ref,30.91,0.31,SBF-0.16_Tonry_etal_2001,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,Ia,Ia-91bg
SN2005kd,PGC 14370, ,IIn,0.01504, ,1, ,'04:03:16.88,+71:43:18.9,0.692,0.0692,S_F_2011,4h03m16.756s,71d43m12.47s,136.838208,14.243596,SB(s)c: pec,4509,11,4621,20,'2005-11-12, ,done,redo?, ,Pritchard  T. A.  et al. 2013  arXiv1303.1190,2005-Nov-10,Dwarkadas_etal_2016,https://ui.adsabs.harvard.edu/abs/2016MNRAS.462.1101D/abstract, , ,1,33.98373869,0.41218665,HF,Dwarkadas_etal_2016,33.98373869,0.41218665,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,n,IIn
SN2005ip,NGC 2906, ,IIn,0.007138, ,3, ,'09:32:06.42,+08:26:44.4,0.126,0.0126,S_F_2011,9h32m06.247s,8d26m30.86s,224.903211,39.403151,Scd:,2140,6,2444,26,'2005-11-05, ,done, , ,Stritzinger  M. et al.  2012  ApJ  756  173,2005 October 27.2,Katsuda_etal_2014,https://ui.adsabs.harvard.edu/abs/2014ApJ...780..184K/abstract, , , ,32.36540638,0.582339658,HF,Katsuda_etal_2014,32.36540638,0.582339658,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,n,IIn
SN2005hk,UGC 272, ,Ia-02cx,0.01299, ,17, ,'00:27:50.89,-01:11:53.3,0.061,0.0061,S_F_2011,0h27m49.691s,-1d11m59.49s,109.629438,-63.460332,SAB(s)d:,3895,12,3821,19,'2005-10-30, ,done,5, ,Phillips  M. et al. 2007  PASP  119  360,53685.1-15.0,Phillips_etal_2007, , , ,4,33.66587483,0.43210611,HF,Phillips_etal_2007,33.66587483,0.43210611,, , ,ref, , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0, , 
SN2005gj,SDSS J030111.99-003313.5, ,Ia-CSM,0.062, ,1, ,'03:01:11.96,-00:33:13.9,0.327,0.0327,S_F_2011,3h01m12.0118s,-0d33m13.464s,177.887746,-49.066991,Candidate      QSO,18467,150,18150,151,'2005-09-26, ,done,5, , , , , , , ,1,37.04531926,0.353758362,HF, ,37.04531926,0.353758362,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,Ia,Ia-CSM
SN2005ek,UGC 2526, ,Ic,0.016551, ,9, ,'03:05:48.96,+36:46:10.6,0.558,0.0558,S_F_2011,3h05m43.347s,36d47m10.15s,150.809173,-18.712641,Sb,4962,5,4858,18,'2005-09-24, ,done,3, ,Drout  M. R. et al. 2013  ApJ  774  58,MJD 53639.9,Drout_etal_2013,https://ui.adsabs.harvard.edu/abs/2013ApJ...774...58D/abstract, , ,0,34.19162132,0.401501754,HF,Drout_etal_2013,34.19162132,0.401501754,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,SE CC,Ic
SN2005df,NGC 1559, ,Ia,0.00435, ,26, ,'04:17:37.85,-62:46:09.5,0.08,0.008,S_F_2011,4h17m35.7501s,-62d47m01.2251s,274.510535,-41.198137,SB(s)cd,1304,4,1189,15,'2005-08-04, ,done,5, ,Brown  P. J.  et al. 2009  AJ  137  4517, , , , , ,15,31.28972547,0.841955992,HF, ,31.28972547,0.841955992,, , ,ref, , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,Ia,Ia
SN2005da,UGC 11301, ,Ic-bl,0.01501, ,2, ,'18:37:46.89,+17:32:35.3,0.774,0.0774,S_F_2011,18h37m54.4713s,17d32m02.0535s,47.222882,10.803876,Sc,4500,3,4954,18,'2005-07-18, ,done,30, , ,x, , , , ,0,33.97940009,0.412258534,HF, ,33.97940009,0.412258534,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,SE CC,Ic-BL
SN2005cs,NGC 5194, ,II,0.00154, ,38, ,'13:29:53.37,+47:10:28.2,0.05,0,"Brown_walker_2020,S_F_2011",13h29m52.698s,47d11m42.93s,104.8513511,68.5608401,SA(s)bc pec;HIISy2.5,463,3,666,8,'2005-06-28, ,done,13, ,Brown  P. J.  et al. 2007  ApJ  659  1488,JD = 2453549,Pastorello_etal_2006,https://ui.adsabs.harvard.edu/abs/2006MNRAS.370.1752P/abstract, , ,9,29.04124247,2.187799455,HF,Pastorello_etal_2006,29.04124247,2.187799455,, , ,ref, , ,SBF_29.42_0.27,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,II,II
SN2005cf,MCG -01-39-03, ,Ia,0.00646, ,60, ,'15:21:33.12,-07:26:57.1,0.263,0.0263,S_F_2011,15h21m33.377s,-7d26m51.65s,354.813636,39.846856,S0 pec,1937,19,2378,23,'2005-05-28, ,done,5, ,Wang  X.  et al. 2009  ApJ  697  380,                ,                 ,                                                              , , ,7,32.261,0.104,Cepheid,Cepheids_Riess_etal_2016,32.14898562,0.624095664,,32.261,0.104,Cepheids_Riess_etal_2016, , ,   ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,Ia,Ia
SN2005bf,MCG +00-27-05, ,Ib,0.01891, ,1, ,'10:23:56.99,-03:11:29.3,0.12,0.012,S_F_2011,10h23m56.492s,-3d10m55.36s,247.550941,43.278288,SB(r)b,5670,8,6138,38,'2005-04-05, ,skip,23, ,                                    ,"JD 2,453,459.5",Anupama_etal_2005,https://ui.adsabs.harvard.edu/abs/2005ApJ...631L.125A/abstract, , , ,34.48125281,0.389510338,HF     ,Anupama_etal_2005       ,34.48125281,0.389510338,,      ,     ,ref                     , , ,ref,,,,end      ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,SE CC,Ib
SN2005bc,NGC 5698, ,Ia,0.01227, ,1, ,'14:37:15.12,+38:27:23.04,0.028,0.0028,S_F_2011,14h37m14.6986s,38d27m15.3724s,66.760574,65.170563,SBb            HII,3679,6,4258,24,'2005-04-02, ,skip,3, , , , , , , , ,33.54198646,0.441035224,HF, ,33.54198646,0.441035224,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,Ia,Ia
SN2005am,NGC 2811, ,Ia,0.0079, ,76, ,'09:16:12.47,-16:18:16.0,0.12,0,"Brown_walker_2020,S_F_2011",9h16m11.1s,-16d18m45.78s,246.208346,22.100788,SB(rs)a,2368,29,2531,39,'2005-02-22, ,done,5, ,Brown et al. 2005  ApJ  635  1192, , , , , ,29,32.58524601,0.550134322,HF, ,32.58524601,0.550134322,, , ,ref, , ,reference,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,Ia,Ia
iPTF16eh,iPTF16eh HOST,,SLSN-I,0.428,,,,12 41 06.2105,+32 48 30.6673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,SE CC,SLSN-I
iPTF16eh, , ,SLSN-I, , , , ,'12:41:06.24,+32:48:32.4,0.046,0.0046,S_F_2011, , , , , , , , , , , , , , , , , , , , , , , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,SE CC,SLSN-I
iPTF16asu,SDSS J125909.30+134808.8,,SNIc-BL,0.1874,,,,12 59 09.2775,+13 48 09.2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,SE CC,Ic-BL
OGLE16dmu, , ,SLSN-I,0.426, ,6, ,'04:48:26.34,-62:20:10.6,0.083,0.0083,S_F_2011, , , , , , , , , , , , ,4, , , , , , , , , , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,SE CC,SLSN-I
Gaia16apd, , ,SLSN-I,0.102, ,18, , , , , , , , , , , , , , , , , ,done,3, , , , , , , ,12, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,SE CC,SLSN-I
Gaia16alf, , ,Ia,0.094, ,1,34498, , , , , , , , , , ,28281,46,28720,49, , ,short,1,all, , , , , , , ,37.97081133,0.349112734,HF, ,37.97081133,0.349112734,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,Ia,Ia
iPTF15ul,WISEA J121403.76+475404.2,,SNIbn,0.065715,,,,12 14 03.7386,+47 54 03.7267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,n,Ibn
iPTF15eqq,iPTF15eqq HOST,,SNII,0.0981,,,,05 12 34.3936,+17 11 09.9172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,II
iPTF15eov,WISEA J040541.58+285641.4,,SLSN-I,0.0536,,,,04 05 41.5686,+28 56 40.6687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,SE CC,SLSN-I
iPTF15dum,WISEA J002505.37-041004.5,,SNIbn,0.0697,,,,00 25 05.2413,-04 10 08.1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,n,Ibn
iPTF15dof,2MASS J23241315+3507357,,SNII,0.0972,,,,23 24 13.1451,+35 07 36.9692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,II
iPTF15dhx,WISEA J222822.39+283858.4,,SNII,0.0921,,,,22 28 22.369,+28 38 58.6964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,II
iPTF15dda,KUG 2357+324A,,SNII,0.0344,,,,23 59 52.0133,+32 46 03.6437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,II
iPTF15cyk,SDSS J074214.86+203643.7,,SLSN-I,0.5388,,,,07 42 14.8389,+20 36 43.5265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,SE CC,SLSN-I
iPTF15crj,2MASX J22242835+3239313,,SNII,0.0217,,,,22 24 28.4453,+32 39 32.7445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,II
iPTF15bxb,iPTF15bxb HOST,,SLSN-I,0.1806,,,,22 00 45.6483,+24 36 51.6406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,SE CC,SLSN-I
iPTF15ayt,WISEA J145627.93+182225.7,,SNII,0.0457,,,,14 56 27.8183,+18 22 24.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,II
iPTF15akq,SDSS J150351.85+333317.2,,SNIbn,0.1093,,,,15 03 51.2976,+33 33 18.2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,n,Ibn
PS15jf, ,PSNJ09132750+7627410,imposter?,0.004923, ,6, ,'09:13:27.41,+76:27:40.9,0.06,0,"Brown_walker_2020,S_F_2011", , , , , ,1476,2,1833,16, , ,done,2,all, , , , , , , ,31.55876931,0.761330811,HF, ,31.55876931,0.761330811,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0, , 
PS15cww, , ,IIn,0.063, ,6, ,'04:56:33.69,+04:45:26.2,0.168,0.0168,S_F_2011, , , , , , , , , , , ,done,2,30d5, , , , , , ,5, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,n,IIn
PS15cwo,KUG 0308+010, ,IIP,0.037,SKYS6,9,34166,'03:11:16.73,+01:11:34.5,0.273,0.0273,S_F_2011,3h11m16.636s,1d11m23.87s,178.542113,-46.03518,Spiral,8163,10,7939,15, , ,done,4,223f, , , , , , ,4,35.2725865,0.368249936,HF, ,35.2725865,0.368249936,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,IIP
PS15cku,2MASX J01242239+0335168, ,Ia,0.023, ,7,34123,'01:24:22.53,+03:35:15.2,0.07,0.007,S_F_2011,1h24m22.399s,3d35m16.85s,138.702681,-58.271633, ,9641,0,9406,19, , ,done,3,223f, , , , , , ,0,35.63394793,0.3623836,HF, ,35.63394793,0.3623836,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
PS15ces,APMUKS(BJ) B013622.97-232246.6, ,IIn,0.134, ,8, ,'01:38:44.68,-23:07:34.5,0.038,0.0038,S_F_2011,1h38m44.8683s,-23d07m33.6366s,195.029328,-78.574912, , , , , , , ,done,8,308f, , , , , , ,0, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,n,IIn
PS15br, , ,SLSN-II,0.101, ,14,33672, , , , , , , , , , , , , , , , ,GI13,6,223f, , , , , , ,5, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,II
PS15blq, , ,SLSN-IIn,0.125,MASTEROTJ173142.37+435334.1,5,34084,'17:31:42.37,+43:53:34.1,0.047,0.0047,S_F_2011, , , , , , , , , , , ,done,10,223f, , , , , , ,2, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,n,SLSN-II
PS15bgt,NGC 6412,PSNJ22460504-1059484,Ib-IIb,0.0089, ,2, ,'17:29:29.18,+75:42:39.0,0.109,0.0109,S_F_2011,17h29m37.522s,75d42m15.59s,107.231979,31.242345,SA(s)c,1313,1,1728,18, , ,done,7, ,beautifulhost, , , , , ,0,31.30466115,0.837039191,HF, ,31.30466115,0.837039191,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0, , 
PS15aot,NGC 6166,PSNJ16283836+3932552,Ia-91bg?,0.030354, ,10,33791,'16:28:38.36,+39:32:55.2,0.025,0,"Brown_walker_2020,S_F_2011",16h28m38.2447s,39d33m04.2336s,62.934718,43.692868,cD;E;NLRG      LEG,9100,9,9581,19, , ,done,2,all6, , , , , , , ,35.50854448,0.364230094,HF, ,35.50854448,0.364230094,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0, , 
PS15ae, , ,SLSN-I,0.11,SN2015bn_CSS141223-113342+004332,32, , , , , , , , , , , , , , , , , , ,5,223f, , , , , , ,26, , , , , , ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,SE CC,SLSN-I
